room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
0,10,19,1,13,73
0,1,0,1,13,55
1,3,6,1,199,599
0,2,37,1,18,72
0,1,0,1,0,100
1,3,2,2,346,165
1,4,74,1,261,99
0,2,78,3,14,53
0,1,1,1,364,239
1,3,0,1,12,150
0,2,28,1,31,96
0,1,33,1,189,90
0,1,19,1,311,50
1,1,1,1,0,500
0,1,10,2,281,70
0,3,6,1,38,60
0,3,2,3,16,116
1,3,3,1,0,66
0,1,0,1,0,47
1,1,6,4,0,250
0,5,0,1,0,80
0,3,8,1,332,200
0,2,0,1,0,75
1,1,2,1,0,110
0,1,4,1,0,300
1,7,14,1,222,288
0,2,232,3,64,105
1,4,0,1,324,350
0,1,0,1,0,65
1,6,4,1,0,120
0,3,0,1,0,85
0,3,88,1,137,80
0,1,124,1,24,55
0,2,63,2,150,75
0,4,0,1,0,75
0,1,69,1,176,110
0,1,10,1,0,75
0,2,2,1,179,130
0,1,1,1,90,60
0,1,2,1,303,69
1,6,6,1,11,280
1,1,1,1,359,249
0,2,3,1,0,55
0,2,2,1,86,69
2,1,0,2,168,260
0,3,73,1,32,150
0,2,57,3,18,50
0,2,1,2,9,90
1,1,2,1,0,65
1,1,7,1,0,289
0,2,1,1,0,65
1,2,5,1,0,100
0,2,19,3,359,55
1,2,0,1,359,219
0,2,12,1,51,57
0,1,0,1,0,85
0,1,0,1,0,65
1,1,13,2,0,125
1,3,10,1,0,109
1,4,43,1,347,250
1,3,7,1,0,240
0,2,1,4,90,79
1,3,0,3,0,250
0,2,1,1,0,55
1,2,27,1,0,125
0,1,6,2,0,40
0,1,7,1,0,95
1,3,6,1,0,180
0,1,7,2,189,59
0,1,11,3,90,50
0,2,1,1,358,477
0,2,30,3,219,89
1,3,16,1,0,186
1,2,21,1,0,105
1,2,6,1,0,275
1,1,108,2,130,165
1,1,0,1,0,300
1,2,4,1,0,175
1,2,5,2,298,87
0,1,14,1,0,40
1,5,89,1,179,584
1,5,1,1,0,220
0,1,4,1,0,70
1,1,1,2,0,65
0,2,35,3,3,25
0,4,1,2,0,110
0,2,33,4,114,70
0,1,113,1,308,65
1,2,0,1,0,150
2,3,105,1,302,68
1,5,0,1,0,250
0,1,3,2,56,75
0,4,23,4,112,55
0,2,8,1,89,85
1,1,1,1,0,158
0,2,12,1,37,145
1,3,14,1,36,450
2,1,1,1,0,175
1,3,5,1,212,320
0,1,10,3,71,50
1,3,166,1,104,90
0,1,0,1,0,70
0,1,60,4,58,55
1,2,7,1,45,200
1,4,10,1,98,104
1,3,8,1,0,98
0,1,55,3,0,69
1,1,2,1,0,150
0,2,50,1,6,80
0,2,1,1,0,50
1,3,103,2,270,140
0,1,32,4,356,60
0,2,2,2,114,65
1,2,0,1,0,240
1,2,4,1,364,250
1,3,3,1,0,100
0,1,7,2,98,70
1,3,11,1,88,350
0,3,21,1,177,69
1,3,0,1,0,1000
0,2,0,1,364,100
1,2,15,1,18,70
0,1,11,2,0,78
1,7,0,1,0,120
0,7,0,1,0,50
1,3,9,1,85,174
1,2,10,1,345,200
0,1,211,2,339,50
1,1,33,1,269,99
0,2,81,1,64,65
0,7,44,3,365,150
0,4,1,1,0,130
1,3,95,1,71,138
0,3,4,1,11,90
0,5,1,1,0,45
0,1,0,1,0,125
2,3,68,1,138,65
1,7,8,1,328,489
0,3,4,1,5,59
1,3,1,1,0,250
0,2,136,1,204,90
0,1,1,2,0,90
0,1,285,1,7,83
0,3,16,1,0,100
1,1,1,1,0,77
1,4,65,1,254,185
1,2,23,2,328,135
0,1,0,1,0,49
1,3,40,1,0,125
0,1,40,2,169,65
0,3,0,2,140,80
1,2,8,1,0,121
1,3,6,1,0,250
0,4,82,2,60,69
0,2,186,2,62,95
1,7,3,1,161,75
0,2,0,1,176,150
1,2,7,1,0,101
0,1,1,1,5,125
0,1,191,1,0,130
0,1,61,4,342,35
0,1,2,1,0,37
0,1,4,1,0,73
1,2,61,1,59,165
1,2,2,1,34,225
0,3,76,1,25,71
0,1,4,1,1,150
0,2,38,1,37,58
1,2,1,1,0,200
0,2,10,1,1,85
1,2,8,1,0,90
1,1,1,1,362,1475
0,2,77,1,336,100
0,2,130,1,276,115
0,2,6,1,365,70
0,1,6,1,9,30
0,1,5,1,0,55
1,3,11,1,36,275
1,2,13,1,239,255
0,7,40,1,0,33
1,3,0,1,0,175
0,1,0,1,0,90
1,2,52,1,141,260
0,1,1,1,359,75
1,1,69,3,9,110
0,7,4,3,21,45
0,3,21,1,8,225
0,5,2,1,214,48
1,2,3,2,0,150
0,2,1,1,0,31
0,4,10,1,88,60
0,2,2,1,0,250
0,1,35,3,0,40
1,5,1,1,0,195
1,2,22,1,4,200
1,8,5,1,333,110
1,2,53,1,160,150
0,3,2,1,0,61
0,2,2,1,103,96
0,1,13,1,0,75
1,4,45,1,351,180
1,2,3,1,0,130
0,2,1,3,316,134
0,3,1,1,0,32
0,3,0,4,365,45
1,2,0,1,64,475
1,1,8,2,13,127
1,2,11,1,27,460
0,5,64,1,316,95
0,2,24,4,315,70
1,7,1,1,0,180
0,1,0,1,90,140
0,3,1,1,0,35
0,3,0,1,0,200
0,2,1,1,0,100
0,2,1,1,0,40
0,3,83,2,355,109
1,2,214,2,108,115
1,2,3,1,0,159
1,1,0,1,0,100
0,4,0,1,0,65
0,2,57,2,306,85
0,5,1,1,0,50
0,2,1,1,10,80
0,2,1,4,6,120
1,1,0,1,0,89
0,2,4,1,0,80
1,2,22,1,365,149
0,1,0,1,0,185
1,3,57,1,6,104
2,1,236,2,56,38
1,2,5,2,20,195
0,6,26,3,90,60
1,3,4,1,0,235
0,5,3,1,0,55
0,1,8,2,339,54
0,1,26,3,37,67
2,1,0,2,365,120
0,1,4,2,28,47
1,3,2,1,0,150
2,1,1,1,170,80
1,3,104,1,34,225
1,1,21,1,85,175
0,3,35,4,0,109
0,3,1,1,22,68
0,7,1,3,225,57
1,3,28,1,323,225
1,1,4,1,0,145
1,7,5,1,0,80
0,3,2,1,89,65
0,2,0,1,9,34
0,2,18,3,145,72
1,3,5,1,140,295
0,1,2,1,0,45
0,1,11,4,365,65
0,3,4,1,0,47
1,3,10,1,152,99
1,3,17,1,0,155
0,1,1,1,0,80
1,2,3,1,74,139
1,11,0,1,25,100
0,3,3,2,0,70
1,2,9,1,0,165
1,2,110,1,248,85
0,2,1,1,0,190
0,10,2,1,3,100
0,2,0,1,88,150
1,2,7,1,365,295
0,2,0,1,0,95
0,4,52,1,70,37
1,1,10,1,280,200
1,2,26,1,10,400
0,1,1,1,0,38
0,1,14,1,206,50
1,5,0,1,0,200
0,4,47,4,20,45
0,2,45,1,324,69
0,1,1,1,0,63
0,4,11,2,0,30
1,7,8,2,301,90
2,1,0,1,0,199
1,2,44,2,35,99
0,1,2,3,344,80
0,2,14,2,0,55
1,5,86,1,191,137
1,3,9,1,276,800
1,4,3,1,169,295
1,1,24,1,1,100
1,4,2,1,0,175
0,1,25,2,0,125
0,2,9,2,0,105
1,3,51,2,194,95
0,3,2,1,0,80
1,2,1,1,0,80
0,1,4,1,0,60
0,4,0,2,0,39
0,2,1,1,0,31
1,4,11,1,0,80
0,3,30,3,322,75
1,3,6,1,119,180
1,1,8,1,329,100
0,1,0,1,180,10
1,1,0,1,0,95
1,5,18,1,31,185
1,5,59,2,243,160
0,4,87,1,96,60
1,2,19,1,163,350
0,1,5,1,0,110
0,2,25,1,271,75
0,4,20,1,31,120
1,3,10,1,158,165
0,2,0,1,31,100
0,2,2,1,0,65
1,2,49,1,360,200
0,1,0,1,0,110
1,3,91,2,217,98
0,7,0,1,0,45
1,3,22,2,285,175
1,5,2,1,160,315
1,1,16,1,0,180
1,2,170,1,83,100
1,2,42,4,307,80
1,1,0,1,0,100
1,4,1,1,0,465
0,2,6,1,0,100
1,3,2,1,0,140
1,2,6,1,0,150
0,1,0,2,88,45
0,2,7,1,0,60
0,3,1,1,89,60
2,1,1,3,86,25
1,4,0,1,0,160
2,1,0,1,0,10
2,3,1,1,88,32
1,4,4,2,145,130
0,1,149,1,276,50
1,2,8,4,353,125
1,3,0,1,0,115
0,7,15,1,0,88
1,5,0,1,45,200
1,2,0,1,0,150
0,1,16,1,0,80
2,4,0,1,0,65
1,2,134,1,36,150
0,3,18,2,0,129
0,2,46,4,301,49
0,1,111,3,111,129
1,2,12,1,7,125
1,4,8,1,164,975
0,1,3,2,269,89
1,2,1,1,214,220
1,6,3,1,0,290
0,5,4,2,0,55
0,7,0,1,0,112
1,1,0,1,0,350
1,3,30,3,11,145
1,2,10,1,179,350
0,2,2,1,0,75
0,3,3,2,322,60
0,5,0,2,96,50
0,1,10,3,89,75
0,3,1,1,0,80
1,3,3,1,189,149
0,1,20,1,0,85
1,3,1,1,169,157
0,2,17,1,190,105
1,2,37,1,193,95
1,1,0,2,0,80
0,3,1,1,0,52
1,3,0,1,0,1000
1,1,0,1,0,192
0,2,27,1,320,95
0,1,20,1,146,65
0,5,1,1,0,59
1,2,19,1,0,160
0,1,6,1,262,90
0,2,16,2,0,119
0,1,50,1,91,60
1,4,5,2,5,99
1,3,7,1,11,150
1,2,52,1,9,160
0,1,7,1,0,75
1,4,21,1,306,122
0,5,0,1,90,55
0,3,0,3,244,85
1,3,1,1,354,170
0,5,8,1,162,55
1,3,16,1,3,250
1,3,0,1,0,85
1,3,18,1,0,130
0,4,64,1,136,145
1,1,7,1,148,199
0,5,2,1,0,140
0,1,1,1,0,84
0,5,4,4,0,90
1,2,4,2,358,140
1,1,8,1,272,120
0,2,0,1,49,75
1,1,2,1,0,99
0,2,21,2,0,48
0,5,196,2,149,124
1,1,1,1,11,295
1,2,8,1,1,175
1,1,161,1,347,230
1,4,10,1,0,125
1,3,7,1,0,175
1,5,47,1,341,499
0,7,2,1,0,100
0,1,64,3,362,69
0,1,4,1,0,79
0,2,13,1,185,149
0,1,1,2,44,100
1,5,6,3,0,275
0,2,0,1,0,110
0,3,1,1,0,99
0,1,1,1,0,77
0,3,21,1,46,79
0,7,10,1,126,60
1,1,16,3,239,200
1,2,90,1,202,100
1,2,47,1,361,400
1,6,4,1,59,190
0,1,19,4,84,70
1,5,81,3,303,450
0,1,60,2,224,45
1,2,0,1,8,289
1,2,20,1,76,420
0,2,3,1,2,69
1,3,20,1,0,125
0,5,0,1,364,100
0,3,0,1,3,35
1,2,47,1,0,147
0,1,281,3,322,59
0,1,0,1,0,158
0,1,8,2,89,50
1,2,7,1,201,209
1,4,0,1,59,275
0,1,53,1,42,125
0,1,58,2,0,70
0,1,4,1,219,50
1,1,0,1,0,275
0,1,16,1,0,40
1,4,19,1,31,100
1,3,0,1,0,600
0,5,4,1,89,55
0,1,69,1,0,65
1,1,1,1,0,250
1,11,1,1,0,400
1,3,48,1,338,95
0,1,56,2,49,65
1,1,67,1,189,155
1,3,11,1,0,225
0,2,80,1,350,90
0,3,1,2,87,249
0,1,0,2,343,100
1,2,0,1,0,149
0,2,25,2,68,80
0,1,0,1,0,79
0,2,71,1,151,85
1,1,0,1,0,300
1,1,5,1,352,300
0,5,1,1,0,50
0,1,3,1,0,63
1,3,1,1,0,1200
0,1,4,3,211,60
0,1,9,1,0,95
1,1,0,1,0,250
0,2,2,1,266,70
0,2,0,1,0,88
0,1,15,1,355,75
1,4,9,1,0,59
1,4,12,1,26,400
1,4,4,2,0,136
1,1,0,1,0,499
0,1,0,2,90,70
1,3,8,1,0,90
2,1,136,4,103,69
1,2,23,1,30,160
0,7,0,1,0,32
0,1,64,2,0,39
0,1,0,1,0,50
1,7,0,1,0,152
1,2,1,1,0,145
1,1,6,3,322,700
1,3,8,1,358,189
0,5,3,1,0,55
0,1,2,1,0,59
0,1,3,2,0,65
1,3,158,2,322,99
1,2,4,1,0,140
1,3,34,1,198,170
1,3,79,4,349,120
0,2,3,1,0,100
1,3,0,1,36,125
0,1,8,3,0,150
1,3,46,1,334,180
0,7,0,1,19,65
1,3,8,1,0,60
1,4,97,2,48,280
1,3,7,1,0,200
0,1,52,1,0,78
1,1,0,1,0,2750
0,3,3,2,0,55
0,3,5,2,21,220
0,2,6,1,16,120
0,3,7,1,3,110
1,5,12,2,174,600
0,1,0,1,0,125
0,1,4,1,365,250
0,4,0,1,0,80
1,2,52,2,361,349
0,1,9,2,173,85
0,7,0,2,0,53
1,2,115,1,323,100
1,4,43,1,0,99
1,3,62,1,234,225
1,5,7,1,7,115
1,7,1,1,0,65
0,2,39,1,68,80
0,4,1,1,0,60
1,4,55,1,261,245
0,2,2,1,1,175
1,10,0,1,83,210
0,2,2,1,0,38
1,2,12,1,6,99
1,3,6,1,162,250
1,3,16,1,0,180
1,3,1,1,3,200
1,1,28,1,74,60
0,1,10,2,0,70
0,2,21,1,175,82
1,3,32,1,139,2300
1,4,3,1,0,154
0,1,1,1,0,75
0,2,0,2,92,70
0,1,1,1,0,41
1,2,6,1,168,175
1,3,0,2,0,125
1,5,47,2,91,115
1,2,17,1,77,75
0,2,17,1,351,70
1,2,89,2,38,90
1,3,0,2,179,249
1,4,0,1,0,600
1,2,15,1,174,130
1,1,39,1,362,88
1,2,84,3,119,65
0,3,1,3,0,44
0,1,4,2,54,45
0,5,4,1,250,99
1,3,6,1,1,113
0,4,1,3,0,115
1,10,0,2,49,140
1,1,6,1,0,140
0,3,0,3,28,150
1,2,0,1,0,92
0,3,3,1,0,99
1,5,1,1,0,99
0,1,0,2,365,200
1,3,28,2,141,135
1,2,95,2,248,275
0,2,4,1,0,75
0,5,47,2,9,85
0,1,8,1,0,45
0,2,2,3,0,300
1,1,0,1,86,78
0,2,0,1,88,75
1,1,0,1,131,350
0,2,11,1,1,89
0,3,0,1,0,64
0,2,60,2,116,76
1,3,2,1,44,194
0,1,50,1,1,55
1,5,21,1,239,189
0,2,2,1,125,65
1,4,11,1,0,234
1,7,1,2,253,225
1,3,43,1,123,275
0,1,0,1,0,55
0,1,25,2,335,45
1,3,18,1,26,250
1,2,36,1,56,100
1,10,0,1,179,250
1,2,83,1,217,119
1,2,70,4,307,275
1,5,1,1,0,150
1,5,1,1,0,150
0,3,1,1,0,125
0,3,6,1,0,97
1,3,3,2,0,140
0,5,0,1,263,200
0,2,13,1,179,100
1,5,3,1,76,179
1,2,2,1,0,150
0,2,19,1,274,149
0,2,0,1,0,50
0,7,1,1,0,48
0,1,2,1,21,64
1,2,4,1,27,275
0,3,17,1,0,41
0,2,1,1,0,50
0,1,55,1,57,60
1,1,21,1,128,290
1,2,222,1,250,259
1,1,2,1,154,240
0,2,255,1,41,113
0,3,49,1,0,110
0,1,2,2,0,85
0,5,1,1,0,99
0,2,41,4,39,45
1,2,10,2,0,125
1,3,2,1,186,1500
1,1,81,1,228,180
1,4,5,1,1,120
0,2,2,1,0,70
0,3,0,1,0,29
2,3,5,2,0,30
0,2,9,3,64,42
1,3,2,1,329,175
0,1,6,2,359,95
1,3,5,1,3,100
0,3,86,1,224,75
0,3,0,1,125,100
1,5,1,1,0,120
0,1,10,1,0,42
1,4,55,2,17,99
0,2,0,1,0,70
0,1,0,1,0,35
1,2,24,1,0,170
1,1,0,1,0,150
1,1,24,2,87,161
0,3,0,1,0,48
1,1,6,1,0,150
0,2,7,1,0,39
1,7,70,1,185,239
1,1,4,1,36,120
0,1,1,1,365,109
1,3,70,1,223,157
0,7,102,2,173,71
1,1,0,1,250,200
1,2,5,1,0,103
1,1,19,2,0,800
1,1,2,1,0,160
1,2,24,1,0,100
1,2,1,1,0,100
1,1,1,1,0,200
0,1,2,1,0,90
1,3,2,1,0,215
1,4,159,2,48,69
1,3,1,1,0,130
0,6,12,2,8,65
1,2,0,4,0,400
1,4,1,1,0,105
1,2,17,2,214,120
0,4,3,1,0,120
1,3,6,1,0,123
1,3,3,1,339,299
0,3,6,3,247,135
1,2,10,1,104,350
1,3,2,2,24,180
0,3,22,1,357,120
0,5,61,1,130,47
1,3,41,1,0,145
1,1,0,1,0,180
0,1,25,2,91,46
1,7,5,1,231,130
1,2,29,3,116,179
1,2,0,1,0,125
1,1,0,1,0,225
0,1,5,2,0,50
1,3,38,1,100,125
1,2,5,1,5,265
0,2,386,3,50,29
1,6,0,1,13,122
0,2,5,1,0,75
1,3,42,1,0,206
0,1,3,1,293,59
0,2,2,1,168,90
1,2,28,1,328,250
0,2,20,1,179,112
1,1,84,1,6,220
1,2,12,2,340,140
1,2,38,2,257,225
1,1,7,1,0,300
0,2,5,1,158,25
1,2,244,2,252,225
0,2,119,1,277,33
1,3,0,1,65,229
0,2,23,1,0,60
1,2,4,3,14,175
0,1,73,2,193,67
1,1,1,1,195,175
1,1,7,1,185,500
0,2,68,1,129,70
0,3,16,1,0,52
0,1,27,2,0,180
1,5,0,1,0,200
0,7,10,1,76,49
0,6,3,1,0,100
1,3,9,3,169,170
0,1,32,2,351,125
1,4,48,1,223,119
0,3,273,3,359,50
0,1,3,2,365,89
0,7,3,1,184,400
0,1,0,1,0,45
1,7,1,1,0,85
0,1,2,2,5,106
1,4,41,1,170,165
1,2,4,1,0,166
1,2,136,1,170,275
1,1,77,1,55,93
1,1,5,1,0,150
1,1,1,1,0,175
1,4,1,1,1,205
1,3,35,1,0,150
0,7,1,1,0,35
1,4,0,2,89,450
0,2,0,1,0,49
0,2,155,1,117,65
1,2,57,1,127,226
1,5,12,1,130,625
0,5,0,1,0,70
0,1,4,1,5,120
1,1,33,1,171,100
1,2,0,1,0,205
0,1,26,2,0,95
1,4,0,1,0,190
1,2,177,2,105,69
1,1,14,1,9,140
1,5,4,1,0,350
0,1,1,1,0,50
0,1,35,2,365,50
0,1,28,4,365,38
0,1,1,1,0,125
1,1,69,4,133,412
0,7,0,1,0,50
0,1,22,2,105,40
1,1,6,1,0,125
1,2,1,1,0,175
1,2,5,1,0,150
1,2,27,1,0,165
1,5,16,1,1,140
0,3,28,1,188,100
1,1,32,2,324,200
1,3,2,1,205,200
0,5,0,1,0,40
0,1,2,2,64,85
0,2,11,4,4,70
1,4,1,1,0,150
1,3,28,1,0,72
0,1,123,1,264,110
1,2,1,1,0,299
1,5,2,1,2,495
1,3,29,1,56,225
0,1,0,1,0,100
1,3,3,1,349,199
1,1,1,1,326,200
1,4,42,2,0,150
2,1,0,4,365,35
1,2,24,1,128,110
0,6,13,1,0,45
0,1,11,2,331,44
1,7,0,1,0,250
0,1,0,1,0,65
1,5,9,1,87,180
1,2,13,1,1,125
1,1,6,1,0,126
1,2,222,4,109,145
0,3,15,1,31,65
0,2,35,1,329,64
0,2,0,1,13,50
2,1,0,1,0,90
0,2,29,1,16,50
1,5,4,1,3,115
1,1,80,1,0,185
1,3,1,1,13,125
1,2,26,1,88,299
0,3,28,3,302,52
0,6,1,1,20,71
0,7,3,1,215,55
1,2,3,1,19,199
1,1,3,2,0,85
0,1,1,1,0,45
1,3,22,1,0,229
1,2,0,1,0,300
0,2,55,1,208,88
1,1,0,1,90,320
0,1,2,2,353,75
1,5,12,2,107,120
0,1,2,1,0,100
0,3,0,1,0,73
0,3,14,1,0,83
1,7,0,1,0,95
0,1,0,1,0,50
1,2,13,2,97,120
1,5,3,1,0,125
0,1,2,2,62,36
0,7,5,1,56,49
0,1,71,2,73,62
1,10,0,2,0,165
1,6,1,1,26,180
1,5,0,1,0,100
0,4,34,2,20,80
1,6,0,1,0,72
0,1,2,2,0,80
1,1,8,2,325,75
1,1,2,1,44,150
0,1,59,1,44,76
0,1,1,2,0,150
0,2,1,2,0,109
1,3,1,1,31,99
1,5,0,1,0,169
0,1,3,2,317,80
0,1,0,1,82,250
1,1,22,1,22,95
0,4,12,1,12,59
1,3,1,1,0,165
0,2,111,1,348,75
0,1,1,1,0,55
1,5,15,1,94,100
0,1,0,1,179,125
0,2,32,2,1,95
0,4,1,2,0,90
0,1,1,1,0,35
0,8,1,1,0,42
1,1,5,1,191,120
0,5,3,1,0,100
1,2,2,1,0,144
1,7,31,3,11,269
1,2,10,1,0,85
1,4,0,1,19,945
1,2,2,1,162,160
0,1,0,1,0,37
1,5,1,1,0,50
1,2,32,1,184,130
1,2,9,1,0,125
1,1,0,1,0,200
1,7,38,1,355,113
0,1,0,1,0,157
0,4,1,1,0,90
0,5,0,1,0,50
0,3,0,1,0,70
0,7,1,2,0,50
1,3,1,1,0,260
0,1,24,3,35,69
1,4,4,1,127,199
1,2,8,3,264,250
1,3,34,1,0,150
0,4,8,1,0,70
1,4,37,1,0,125
1,7,34,2,0,145
1,3,0,1,0,1100
1,2,8,4,0,265
1,3,0,1,0,150
0,1,5,1,0,40
1,2,4,1,318,200
1,10,16,1,61,180
0,2,2,1,87,150
1,2,1,1,50,199
1,1,0,1,0,70
0,2,48,4,74,125
0,3,8,1,2,60
0,1,0,1,0,80
1,3,5,1,365,289
0,1,1,3,302,55
0,2,9,1,0,80
1,1,0,1,0,125
1,1,18,1,0,135
0,3,76,1,23,65
0,3,142,1,37,120
1,7,1,1,88,150
0,2,68,3,49,47
0,2,3,3,91,215
0,1,34,1,135,235
0,2,6,1,0,100
1,4,20,1,107,147
0,1,31,3,279,85
1,3,2,1,0,280
0,5,0,1,8,120
1,3,145,1,1,239
1,2,287,1,284,399
1,1,12,2,40,175
1,4,10,1,26,132
1,2,46,1,320,225
1,6,6,1,31,90
1,2,205,1,6,160
1,1,0,1,0,250
0,2,4,2,0,59
0,3,30,3,20,150
2,1,5,1,0,68
0,1,16,2,255,150
1,3,4,1,0,200
0,4,0,1,0,120
0,3,96,1,282,63
0,3,51,3,250,120
1,5,2,2,0,130
1,3,0,1,161,400
0,4,0,1,267,150
1,2,100,2,244,200
0,7,1,1,0,40
1,2,12,1,64,99
0,5,8,1,0,65
0,4,16,1,10,95
1,4,15,1,0,149
0,2,0,1,0,58
0,1,0,1,265,150
1,2,7,1,0,230
1,1,2,1,126,120
0,1,3,1,0,80
1,3,2,1,0,100
2,1,23,2,0,65
1,2,1,2,3,105
0,1,70,3,0,135
0,1,260,1,12,140
1,3,16,1,0,175
1,1,1,1,336,213
1,1,0,1,0,800
1,1,7,1,0,118
1,5,47,1,76,150
0,2,3,1,0,45
1,4,1,1,0,115
0,3,0,3,12,110
2,1,18,2,342,26
0,1,0,1,179,80
1,4,15,1,365,140
0,3,16,1,0,70
1,3,1,1,14,250
1,5,0,1,43,250
1,4,17,1,347,130
1,2,25,1,5,220
0,2,6,4,354,110
0,2,41,3,0,90
0,2,40,3,311,47
1,5,1,1,0,115
1,3,0,1,0,150
0,2,430,1,220,79
0,2,17,1,30,65
0,2,3,1,0,65
1,1,34,1,55,98
1,1,8,1,0,160
1,3,0,3,173,180
1,6,3,1,93,399
0,2,93,2,193,145
0,3,1,2,0,49
0,1,330,1,111,150
0,1,24,2,91,100
1,3,45,1,3,200
0,2,2,2,364,66
0,2,27,2,56,90
1,3,88,2,47,99
0,2,0,1,365,89
1,3,26,1,67,155
0,2,98,3,108,28
1,2,73,1,219,145
1,1,0,1,0,210
1,3,4,2,0,113
0,1,0,3,6,54
1,3,3,1,0,109
0,1,211,2,178,58
0,3,1,3,14,105
0,1,138,1,34,89
1,2,4,1,197,325
0,1,0,1,0,75
0,3,131,3,12,113
0,3,4,1,101,75
2,2,0,1,23,400
1,5,91,3,288,300
0,2,8,1,0,70
1,3,2,1,0,95
1,3,8,1,0,250
0,3,0,1,173,350
1,2,34,1,81,115
0,2,96,1,36,69
0,1,1,1,178,42
1,2,3,2,0,245
1,2,43,1,10,89
0,2,8,2,175,65
1,7,8,1,0,300
0,1,1,1,0,85
1,5,69,2,152,218
0,2,9,1,0,96
1,8,2,1,59,185
0,1,0,2,0,70
1,4,2,1,4,160
0,3,0,1,23,3000
0,1,158,1,105,105
0,7,1,1,0,50
0,4,34,2,105,40
1,1,41,1,8,122
1,5,2,1,40,100
0,1,0,1,6,46
0,2,77,2,116,65
0,4,0,1,0,89
1,5,0,1,89,220
1,2,2,1,55,255
1,1,0,2,0,190
1,7,0,1,0,195
1,5,10,1,11,160
1,2,51,1,295,110
0,6,20,1,78,50
1,1,11,1,0,169
1,10,9,1,19,149
0,2,40,3,319,29
0,2,0,2,315,39
0,2,9,2,180,90
0,6,37,1,329,75
1,2,5,1,235,260
0,3,33,1,39,80
0,1,0,1,0,95
1,2,4,1,0,190
1,2,3,2,300,130
1,4,20,1,290,995
0,3,29,1,41,249
1,3,2,1,195,295
0,2,0,1,0,175
1,7,4,2,179,200
1,2,1,3,337,295
1,2,4,1,0,120
1,3,5,1,0,120
1,1,4,1,8,140
1,5,6,1,157,125
0,4,16,1,42,60
0,2,3,2,40,85
0,1,3,3,55,85
0,3,2,1,0,63
0,2,18,3,112,150
0,1,58,2,316,100
1,2,0,1,87,80
0,1,2,1,0,65
1,3,117,1,57,310
1,1,313,2,263,81
0,6,31,3,18,79
0,3,0,1,0,120
1,2,25,1,0,135
0,1,2,1,0,50
1,1,1,1,163,164
0,1,6,2,0,41
1,5,11,1,0,149
1,2,88,1,165,83
0,1,0,1,0,27
1,2,15,1,0,130
0,3,0,1,0,74
1,1,0,1,0,127
1,2,12,1,361,160
1,3,5,1,50,90
1,1,105,1,98,95
0,1,2,1,0,45
1,2,187,2,287,99
0,1,86,1,173,89
0,1,14,1,0,50
1,5,8,1,123,450
1,5,0,2,0,250
0,3,2,1,0,100
1,3,2,1,113,120
1,1,3,1,0,87
1,4,27,1,0,144
0,2,2,1,0,70
1,1,215,3,348,185
1,3,20,1,0,259
1,7,4,1,1,125
1,2,65,1,5,255
0,2,20,2,190,60
0,2,53,1,242,48
0,1,0,4,362,159
1,1,65,3,92,79
1,2,67,2,322,299
0,2,39,1,247,55
1,4,2,1,0,125
1,6,4,1,0,70
2,1,2,1,342,60
1,3,32,1,3,120
1,2,12,3,126,550
1,4,70,1,198,144
2,2,14,4,224,30
0,1,63,2,293,125
0,5,3,2,0,30
1,1,69,1,127,150
1,3,4,1,63,211
1,4,0,1,0,350
0,2,76,2,102,80
0,3,7,1,199,60
0,3,4,3,180,105
1,2,5,1,0,55
1,2,0,1,0,125
0,2,1,3,0,85
1,1,1,1,5,165
1,1,54,1,48,300
0,3,3,2,0,55
1,7,0,1,11,250
0,2,5,1,78,130
1,4,0,1,0,150
0,2,15,1,12,77
1,2,20,2,127,500
0,1,40,1,43,49
0,4,1,1,0,50
1,3,9,2,0,65
0,1,90,4,74,47
1,3,10,1,292,175
1,2,45,1,14,139
0,7,3,1,0,30
1,2,2,1,0,175
0,2,42,1,354,60
1,1,59,1,22,120
0,1,0,1,0,125
0,1,36,1,29,150
1,10,5,1,0,90
0,2,34,4,101,42
1,1,2,1,0,140
0,2,18,3,72,99
1,2,20,2,284,167
0,1,0,1,0,105
1,2,1,1,24,189
1,2,30,1,327,98
1,7,0,1,0,132
1,1,1,1,364,800
0,1,49,3,52,44
0,5,0,1,77,120
0,2,24,3,204,34
1,1,0,2,364,400
1,3,22,1,251,95
1,2,125,1,271,145
0,7,1,1,0,70
0,7,1,1,310,50
0,1,0,1,363,150
0,1,0,1,0,60
1,2,79,1,3,55
1,4,3,2,98,325
0,4,3,2,25,60
2,4,0,1,0,125
1,2,7,1,129,295
1,1,202,1,234,159
1,2,27,1,29,275
1,1,179,2,118,110
1,4,6,1,0,85
0,5,2,2,323,90
0,3,0,2,0,75
1,2,25,1,0,150
0,1,74,1,157,130
1,4,3,1,95,92
0,1,1,1,0,44
0,5,0,2,0,95
0,2,46,1,267,94
0,4,0,2,0,55
1,6,4,1,105,250
0,1,0,1,0,65
0,1,23,1,285,89
0,1,133,1,7,65
1,1,1,1,0,60
0,2,7,2,55,70
0,2,10,1,24,130
1,3,31,1,0,83
1,5,53,1,269,185
0,1,0,1,0,30
0,3,1,1,0,80
1,1,1,1,0,280
1,2,66,2,360,105
0,2,6,1,0,48
0,1,1,1,0,65
0,10,0,1,188,55
0,1,0,1,179,90
1,2,0,1,0,550
